DATAFLOW,LAST UPDATE,freq,unit,sex,indic_he,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LT,2013,61.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LT,2014,61.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LT,2015,58.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LT,2016,59.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LT,2017,59.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LT,2018,59.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LT,2019,59.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LT,2020,58.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LT,2021,59.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LU,2012,66.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LU,2013,62.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LU,2014,63.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LU,2015,60.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LU,2016,58.9,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LU,2017,58.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LU,2018,59.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LU,2019,61.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LU,2020,62.4,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LU,2021,61.6,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LV,2012,59.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LV,2013,54.2,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LV,2014,55.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LV,2015,54.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LV,2016,54.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LV,2017,52.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LV,2018,53.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LV,2019,54.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LV,2020,54.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,LV,2021,55.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,MT,2012,72.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,MT,2013,72.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,MT,2014,74.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,MT,2015,74.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,MT,2016,72.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,MT,2017,73.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,MT,2018,73.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,MT,2019,73.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,MT,2020,70.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,MT,2021,68.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,NL,2012,58.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,NL,2013,57.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,NL,2014,59.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,NL,2015,57.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,NL,2016,57.8,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,NL,2017,57.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A,YR,F,HLY_0,NL,2018,57.2,
